video_id,frame_index,physical_time_s,physical_time_ms,pixel_min,pixel_max,mean_intensity,std_intensity,total_intensity,effective_area,p95,p99,p999,entropy,otsu_threshold,segmentation_threshold,threshold_area,threshold_area_fraction,bbox_width,bbox_height,bbox_fill,threshold_centroid_x,threshold_centroid_y,nonzero_fraction,saturation_fraction,bright_fraction_64,bright_fraction_128,bright_fraction_200,active_candidate,centroid_x,centroid_y,major_sigma,minor_sigma,eccentricity,orientation_deg,tail_skewness,abs_tail_skewness,outer_intensity_fraction,delta_area,delta_mean_intensity,delta_total_intensity,centroid_motion,rolling_area_mean,rolling_area_std,rolling_intensity_mean,rolling_intensity_std
RHF_MPM_P55,0,0.0,0.0,0,11,0.019791666666666666,0.3469469394870697,285,25.90909090909091,0,0,7,0.05730378607696996,3,8,10,0.0006944444444444445,93,107,0.0010049241282283187,88.8,57.4,0.004652777777777777,0.0,0.0,0.0,0.0,0,82.38245614035088,59.59649122807018,29.571443055242113,28.922879253352548,0.20828629349135955,140.92078387273025,0.48112871496606074,0.48112871496606074,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.019791666666666666,0.0
RHF_MPM_P55,1,5e-05,0.05,0,255,3.4589583333333334,22.51988896320163,49809,195.3294117647059,11,99,255,0.813168968960287,106,106,142,0.00986111111111111,13,14,0.7802197802197802,66.14788732394366,57.443661971830984,0.07111111111111111,0.0031944444444444446,0.01326388888888889,0.008402777777777778,0.0061805555555555555,1,68.35977433797105,59.919592844666624,8.660276332053435,5.687399694065598,0.7541321834571851,51.125590049499536,0.503105937109477,0.503105937109477,0.0209199140717541,132,3.4391666666666665,49524,14.026403658295374,76.0,66.0,1.7393750000000001,1.7195833333333332
RHF_MPM_P55,2,0.0001,0.1,0,255,5.049513888888889,25.103587747954503,72713,285.1490196078431,21,138,255,1.2791232802065389,95,95,212,0.014722222222222222,13,27,0.603988603988604,66.7122641509434,62.301886792452834,0.12222222222222222,0.004166666666666667,0.019583333333333335,0.010625,0.007152777777777778,1,71.74129797972851,70.11286840042358,17.819203274837907,8.03460794086362,0.8925764806732934,54.5870133085623,1.091950104093407,1.091950104093407,0.044737529740211515,70,1.5905555555555555,22904,10.739532983112298,121.33333333333333,83.75095356007728,2.8427546296296295,2.0990961009479983
RHF_MPM_P55,3,0.00015,0.15,0,255,5.313888888888889,26.70611564144664,76520,300.078431372549,24,143,255,1.0796225939973363,95,95,233,0.016180555555555556,13,34,0.5271493212669683,66.57081545064378,64.05579399141631,0.0948611111111111,0.004722222222222222,0.025694444444444443,0.01138888888888889,0.007847222222222222,1,68.57114479874542,71.43414793518035,17.156099290134804,4.382496036666583,0.9668227225278604,77.0964097854061,0.8245634270733824,0.8245634270733824,0.01478044955567172,21,0.26437500000000025,3807,3.4344796985663324,149.25,87.17045084201412,3.460538194444444,2.1094129348297876
RHF_MPM_P55,4,0.0002,0.2,0,255,5.310763888888889,27.79226802397519,76475,299.9019607843137,26,184,255,1.0386868231316986,105,105,218,0.01513888888888889,13,25,0.6707692307692308,66.1788990825688,61.69724770642202,0.09180555555555556,0.005833333333333334,0.020069444444444445,0.013541666666666667,0.009652777777777777,1,68.21627983000981,70.56270676691729,18.839435922880142,4.575005533890872,0.9700658651580152,77.74440135696148,1.1431507903165188,1.1431507903165188,0.018463550179797318,-15,-0.0031249999999998224,-45,0.940924468689924,163.0,82.67526836968841,3.8305833333333332,2.026680034678134
RHF_MPM_P55,5,0.00025,0.25,0,255,5.342013888888889,29.73770355308086,76925,301.6666666666667,18,223,255,0.8501543377056726,107,107,249,0.017291666666666667,14,25,0.7114285714285714,66.03212851405623,62.21686746987952,0.07201388888888889,0.006736111111111111,0.02451388888888889,0.015486111111111112,0.011319444444444444,1,67.2065518362041,67.33428664283393,16.30163357864379,4.286981519675499,0.9648016542042636,79.39090231506573,1.925668039409353,1.925668039409353,0.049697757556061095,31,0.03125,450,3.382639076085609,177.33333333333334,81.99525731542174,4.082488425925926,1.933944375494346
RHF_MPM_P55,6,0.0003,0.3,0,255,5.579652777777778,31.572074332504897,80347,315.0862745098039,13,242,255,0.7760821467651258,107,107,286,0.01986111111111111,15,27,0.7061728395061728,66.01398601398601,62.56993006993007,0.065,0.00798611111111111,0.026319444444444444,0.017847222222222223,0.013055555555555556,1,66.27480802021233,63.59203206093569,8.566138935180335,4.50099333935274,0.8508305631882657,85.06843897273092,0.19572521361338846,0.19572521361338846,0.004741931870511655,37,0.2376388888888883,3422,3.8565030655215673,192.85714285714286,84.9040274518884,4.296369047619048,1.8655574325555357
RHF_MPM_P55,7,0.00035,0.35,0,255,6.343263888888889,34.11240024475177,91343,358.2078431372549,16,253,255,0.822811040108129,108,108,336,0.023333333333333334,15,30,0.7466666666666667,66.19642857142857,63.86011904761905,0.06979166666666667,0.009444444444444445,0.029583333333333333,0.02125,0.015694444444444445,1,66.38007291199106,64.37434724062052,8.741756527485085,4.723496712339481,0.8414485442024031,84.92250676604995,0.2659189649657811,0.2659189649657811,0.004510471519437724,50,0.7636111111111115,10996,0.789365401956847,210.75,92.45911258496915,4.552230902777778,1.871770148781541
RHF_MPM_P55,8,0.0004,0.4,0,255,7.012847222222222,35.70443349305506,100985,396.01960784313724,21,255,255,0.9200838950637388,109,109,363,0.025208333333333333,16,31,0.7318548387096774,66.06611570247934,64.58126721763085,0.0792361111111111,0.010416666666666666,0.03243055555555555,0.023541666666666666,0.017083333333333332,1,66.32502846957469,65.27454572461257,9.376529772282531,4.916193454951749,0.8515284416107812,85.03147410214753,0.4578069212759579,0.4578069212759579,0.005664207555577561,27,0.6695833333333328,9642,0.9018798152872151,227.66666666666666,99.43954053706314,4.825632716049382,1.9267152135455792
RHF_MPM_P55,9,0.00045,0.45,0,255,7.873472222222222,37.6364973817423,113378,444.61960784313726,29,255,255,1.0559007494664718,109,109,402,0.027916666666666666,17,32,0.7389705882352942,66.06965174129353,65.30099502487562,0.09354166666666666,0.012222222222222223,0.036597222222222225,0.026041666666666668,0.019305555555555555,1,66.44653283705834,66.52324084037467,10.169470776545275,5.405697160877626,0.8470198218671977,84.3709325242247,0.4921863029443437,0.4921863029443437,0.008661292314205577,39,0.8606250000000006,12393,1.2545926842787405,245.1,107.8642202029941,5.130416666666666,2.0437826870002835
RHF_MPM_P55,10,0.0005,0.5,0,255,8.309930555555555,38.432966335999446,119663,469.26666666666665,34,255,255,1.1522244538818025,109,109,420,0.029166666666666667,16,34,0.7720588235294118,65.8952380952381,66.40238095238095,0.10361111111111111,0.012638888888888889,0.03791666666666667,0.027430555555555555,0.02,1,66.42788497697701,67.77146653518632,11.072775144899685,5.559321361126527,0.864826296499513,82.84140013668194,0.47744432428974826,0.47744432428974826,0.010562997752020256,18,0.4364583333333325,6285,1.248364981835698,261.0,114.47746900194339,5.419463383838383,2.152393112849744
RHF_MPM_P55,11,0.00055,0.55,0,255,8.680625,39.00011947486597,125001,490.2,38,255,255,1.2127747383820058,106,106,452,0.03138888888888889,17,38,0.6996904024767802,65.64601769911505,67.32964601769912,0.10923611111111112,0.012569444444444444,0.03993055555555555,0.028333333333333332,0.020277777777777777,1,66.1890304877561,68.4173806609547,11.703980413400982,5.54873890974199,0.8804764427489803,85.86236571925453,0.47108308078826494,0.47108308078826494,0.010239918080655355,32,0.3706944444444442,5338,0.6886628528446417,301.1818181818182,95.28695244253079,6.206811868686869,1.5261473676504251
RHF_MPM_P55,12,0.0006,0.6,0,255,8.622569444444444,38.36564368833366,124165,486.921568627451,41,255,255,1.2416266261081825,109,109,418,0.029027777777777777,17,35,0.7025210084033613,65.56459330143541,65.88995215311004,0.11194444444444444,0.012638888888888889,0.04006944444444444,0.02638888888888889,0.01965277777777778,1,66.13693069705634,68.59935569604961,12.360270783034265,5.462269354087677,0.8970537283057347,86.8477955822651,0.7139434182677349,0.7139434182677349,0.010639068980791689,-34,-0.05805555555555486,-836,0.18928629530093133,326.27272727272725,85.9482835082617,6.676231060606062,1.3974545406026957
RHF_MPM_P55,13,0.00065,0.65,0,255,8.578888888888889,38.333665199851694,123536,484.4549019607843,39,255,255,1.2512130656222862,110,110,409,0.028402777777777777,17,33,0.7290552584670231,65.73349633251834,65.35696821515893,0.11381944444444445,0.012708333333333334,0.03715277777777778,0.026319444444444444,0.019930555555555556,1,66.0610753140785,68.31854682036005,12.555625700612257,5.336523641885375,0.9051790372459593,87.8432902916606,0.8248850307033183,0.8248850307033183,0.014902538531278332,-9,-0.0436805555555555,-629,0.290873965477748,344.1818181818182,80.63139269294128,6.997083333333333,1.3922891937143596
RHF_MPM_P55,14,0.0007,0.7,0,255,8.278819444444444,37.440320604124395,119215,467.5098039215686,34,255,255,1.2461877100804133,106,106,410,0.02847222222222222,17,33,0.7308377896613191,65.78048780487805,65.39512195121951,0.11333333333333333,0.011875,0.03625,0.025694444444444443,0.018819444444444444,1,66.0586503376253,68.19136014763242,12.693266131695102,5.209118716618092,0.9119126186861006,88.46426876138807,0.9496390553584275,0.9496390553584275,0.019234156775573545,1,-0.3000694444444445,-4321,0.12720978826459975,360.27272727272725,74.24662944182096,7.266622474747475,1.3257485114829624
RHF_MPM_P55,15,0.00075,0.75,0,255,7.527777777777778,35.34906773178287,108400,425.0980392156863,28,255,255,1.2104829436449493,108,108,358,0.02486111111111111,17,30,0.7019607843137254,65.98882681564245,64.08100558659218,0.11041666666666666,0.010555555555555556,0.033541666666666664,0.02236111111111111,0.016458333333333332,1,66.1995110701107,67.66640221402214,12.853168437788542,5.0100265107978394,0.9209041010390051,88.84858264592062,1.100994488538766,1.100994488538766,0.022177121771217712,-52,-0.7510416666666666,-10815,0.5435278999432338,373.0,59.25292474561143,7.468169191919191,1.172785638240178
RHF_MPM_P55,16,0.0008,0.8,0,255,6.934166666666667,33.91485006396329,99852,391.5764705882353,24,254,255,1.1758251259654269,110,110,316,0.021944444444444444,16,26,0.7596153846153846,65.9113924050633,62.813291139240505,0.10756944444444444,0.009722222222222222,0.029861111111111113,0.020416666666666666,0.015208333333333334,1,66.23580899731603,66.93946040139406,12.736730299468615,5.031103437430332,0.9186779138802645,88.32548919583728,1.2908853937714666,1.2908853937714666,0.02549773665024236,-42,-0.5936111111111106,-8548,0.7278474692312995,379.09090909090907,48.69656427203901,7.612910353535354,0.9846023640274503
RHF_MPM_P55,17,0.00085,0.85,0,255,6.596597222222222,33.20173149900792,94991,372.51372549019607,22,253,255,1.1293547888021311,110,110,305,0.021180555555555557,15,26,0.782051282051282,66.00327868852459,62.622950819672134,0.10347222222222222,0.009444444444444445,0.028333333333333332,0.01972222222222222,0.014722222222222222,1,66.28362686991399,66.32219894516322,12.39481689451201,4.8627538754987265,0.9198281334620372,88.78959527963218,1.377950188430797,1.377950188430797,0.026686738743670453,-11,-0.33756944444444503,-4861,0.6191108578340444,380.8181818181818,45.602667748555284,7.705359848484849,0.8239924965984617
