video_id,frame_index,physical_time_s,physical_time_ms,pixel_min,pixel_max,mean_intensity,std_intensity,total_intensity,effective_area,p95,p99,p999,entropy,otsu_threshold,segmentation_threshold,threshold_area,threshold_area_fraction,bbox_width,bbox_height,bbox_fill,threshold_centroid_x,threshold_centroid_y,nonzero_fraction,saturation_fraction,bright_fraction_64,bright_fraction_128,bright_fraction_200,active_candidate,centroid_x,centroid_y,major_sigma,minor_sigma,eccentricity,orientation_deg,tail_skewness,abs_tail_skewness,outer_intensity_fraction,delta_area,delta_mean_intensity,delta_total_intensity,centroid_motion,rolling_area_mean,rolling_area_std,rolling_intensity_mean,rolling_intensity_std
RHF_MPM_P32,0,0.0,0.0,0,11,0.021527777777777778,0.3601047676341421,310,28.181818181818183,0,0,7,0.06236398138018563,3,8,10,0.0006944444444444445,93,107,0.0010049241282283187,89.6,59.7,0.005138888888888889,0.0,0.0,0.0,0.0,0,80.94193548387096,59.20967741935484,33.19885379229607,28.154156224348334,0.5299225676154389,123.59243792774507,-0.21116463344993275,0.21116463344993275,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.021527777777777778,0.0
RHF_MPM_P32,1,5e-05,0.05,0,255,3.1050694444444447,22.00647636670875,44713,175.34509803921569,3,94,255,0.6538382933789024,104,104,140,0.009722222222222222,14,14,0.7142857142857143,65.65714285714286,57.65714285714286,0.05465277777777778,0.0030555555555555557,0.013194444444444444,0.008333333333333333,0.005833333333333334,1,66.47795943014336,59.22606400823027,7.373304379094554,5.345675307931292,0.6887446351715673,76.4055666045323,-0.18526451417436895,0.18526451417436895,0.012009929997987162,130,3.083541666666667,44403,14.463985336106386,75.0,65.0,1.5632986111111111,1.5417708333333333
RHF_MPM_P32,2,0.0001,0.1,0,255,4.902708333333333,25.186469436285247,70599,276.8588235294118,24,137,255,1.1221016803744064,95,95,211,0.014652777777777778,13,28,0.5796703296703297,66.7867298578199,62.54502369668246,0.10131944444444445,0.004027777777777778,0.020625,0.010972222222222222,0.007083333333333333,1,68.84307143160667,70.51741526083939,16.678422192739752,4.50696921777064,0.9627964839861625,76.35235911672575,0.884280000717811,0.884280000717811,0.023938016119208486,71,1.7976388888888883,25886,11.536393192383107,120.33333333333333,83.22793334505482,2.6764351851851855,2.01565149106378
RHF_MPM_P32,3,0.00015,0.15,0,255,5.052569444444444,26.038544086030956,72757,285.321568627451,23,135,255,1.025662415193057,89,89,249,0.017291666666666667,18,44,0.3143939393939394,67.60642570281125,66.47389558232932,0.08930555555555555,0.004583333333333333,0.025277777777777777,0.010486111111111111,0.007569444444444445,1,68.69216707670739,70.96157070797311,16.963772537342216,4.079574938801622,0.9706522400492222,76.39697319638762,0.8011565429450065,0.8011565429450065,0.0073120112154156985,38,0.149861111111111,2158,0.4690908073562377,152.5,91.10021953870364,3.27046875,2.026268942774014
RHF_MPM_P32,4,0.0002,0.2,0,255,5.165486111111111,27.997287376782428,74383,291.69803921568626,22,190,255,0.9181384078599022,104,104,218,0.01513888888888889,13,24,0.6987179487179487,66.13302752293578,61.87155963302752,0.07854166666666666,0.005763888888888889,0.023819444444444445,0.013819444444444445,0.009652777777777777,1,68.6746837314978,71.02989930494871,20.00212275644156,4.2509367783007965,0.9771557857060844,75.82102949960482,1.250205310819281,1.250205310819281,0.008590672599922026,-31,0.112916666666667,1626,0.07052988391010247,165.6,85.59112103483632,3.6494722222222222,1.9644814049988917
RHF_MPM_P32,5,0.00025,0.25,0,255,4.790555555555556,28.855459135379913,68984,270.5254901960784,7,211,255,0.717410752768411,105,105,246,0.017083333333333332,14,27,0.6507936507936508,66.16260162601625,62.613821138211385,0.059444444444444446,0.006319444444444444,0.022916666666666665,0.015069444444444444,0.010694444444444444,1,66.25910356024585,63.402963005914415,8.63652280410668,4.296241479620711,0.8674924366444716,85.8091656019191,0.586215057882431,0.586215057882431,0.005262089759944335,28,-0.3749305555555553,-5399,8.00032404801659,179.0,83.68193751740375,3.839652777777778,1.8430497942393695
RHF_MPM_P32,6,0.0003,0.3,0,255,5.4343055555555555,30.98006735190965,78254,306.878431372549,13,234,255,0.7722456478588844,105,105,285,0.019791666666666666,14,28,0.7270408163265306,65.92280701754386,63.39298245614035,0.06444444444444444,0.007222222222222222,0.025416666666666667,0.0175,0.012430555555555556,1,66.17587599355943,63.955836123393055,8.567572719035569,4.3344590301613115,0.8625836462752532,86.30079850461618,0.27199756602155734,0.27199756602155734,0.004779308405960078,39,0.6437499999999998,9270,0.5591024162772794,194.14285714285714,85.89599786357681,4.067460317460317,1.79525719685412
RHF_MPM_P32,7,0.00035,0.35,0,255,6.185555555555555,33.48624115832621,89072,349.30196078431374,16,251,255,0.8255569216884266,108,108,321,0.022291666666666668,15,29,0.7379310344827587,65.98442367601245,63.98442367601246,0.06993055555555555,0.009097222222222222,0.028333333333333332,0.020277777777777777,0.014861111111111111,1,66.16887461828632,64.64507364828454,8.844830901470692,4.5505519767392615,0.8574980798198307,86.53286465732313,0.30165376893423046,0.30165376893423046,0.006017603736303215,36,0.7512499999999998,10818,0.6892730844696104,210.0,90.64215354899729,4.332222222222223,1.8195526691996338
RHF_MPM_P32,8,0.0004,0.4,0,255,6.752152777777778,34.9351546452534,97231,381.2980392156863,20,254,255,0.8996180813459937,106,106,356,0.024722222222222222,16,31,0.717741935483871,65.9747191011236,64.51404494382022,0.0770138888888889,0.009930555555555555,0.030833333333333334,0.022291666666666668,0.016527777777777777,1,66.20712529954439,65.27913936913124,9.293636926833525,4.764321478978463,0.8586016313618805,86.46198273828833,0.38912532323813115,0.38912532323813115,0.006499984572821425,35,0.5665972222222226,8159,0.6352184293371528,226.22222222222223,96.99688171136428,4.601103395061729,1.8765087398226046
RHF_MPM_P32,9,0.00045,0.45,0,255,6.928263888888889,35.33489471451582,99767,391.24313725490197,22,255,255,0.9237552926165904,109,109,353,0.02451388888888889,17,30,0.692156862745098,66.08215297450425,64.07648725212465,0.07979166666666666,0.010625,0.03111111111111111,0.022083333333333333,0.016944444444444446,1,66.3173594475127,65.44575861757896,9.55288807688001,4.772570696889131,0.8662593713686001,86.33965642583993,0.6380083598708761,0.6380083598708761,0.00959235017590987,-3,0.1761111111111111,2536,0.19978373640409738,238.9,99.5695234496982,4.833819444444446,1.9122153075242982
